rank,TABLE_NAME,fulldate,daypart,monthpart,yearpart,monthnum,daynum,yearnum,TABLE_ROWS
2273,fo26feb2010bhav,26feb2010,26,feb,2010,2,26,2010,23085
2274,fo02mar2010bhav,02mar2010,02,mar,2010,3,2,2010,23209
2275,fo03mar2010bhav,03mar2010,03,mar,2010,3,3,2010,23362
2276,fo04mar2010bhav,04mar2010,04,mar,2010,3,4,2010,23739
2277,fo05mar2010bhav,05mar2010,05,mar,2010,3,5,2010,23824
2278,fo08mar2010bhav,08mar2010,08,mar,2010,3,8,2010,23871
2279,fo09mar2010bhav,09mar2010,09,mar,2010,3,9,2010,24162
2280,fo10mar2010bhav,10mar2010,10,mar,2010,3,10,2010,24186
2281,fo11mar2010bhav,11mar2010,11,mar,2010,3,11,2010,23628
2282,fo12mar2010bhav,12mar2010,12,mar,2010,3,12,2010,24381
2283,fo15mar2010bhav,15mar2010,15,mar,2010,3,15,2010,24308
2284,fo16mar2010bhav,16mar2010,16,mar,2010,3,16,2010,24506
2285,fo17mar2010bhav,17mar2010,17,mar,2010,3,17,2010,24530
2286,fo18mar2010bhav,18mar2010,18,mar,2010,3,18,2010,24631
2287,fo19mar2010bhav,19mar2010,19,mar,2010,3,19,2010,24858
2288,fo22mar2010bhav,22mar2010,22,mar,2010,3,22,2010,24255
2289,fo23mar2010bhav,23mar2010,23,mar,2010,3,23,2010,24947
2290,fo25mar2010bhav,25mar2010,25,mar,2010,3,25,2010,25184
2291,fo26mar2010bhav,26mar2010,26,mar,2010,3,26,2010,23117
2292,fo29mar2010bhav,29mar2010,29,mar,2010,3,29,2010,23241
2293,fo30mar2010bhav,30mar2010,30,mar,2010,3,30,2010,23250
2294,fo31mar2010bhav,31mar2010,31,mar,2010,3,31,2010,23582
2295,fo01apr2010bhav,01apr2010,01,apr,2010,4,1,2010,23443
2296,fo05apr2010bhav,05apr2010,05,apr,2010,4,5,2010,23463
2297,fo06apr2010bhav,06apr2010,06,apr,2010,4,6,2010,23758
2298,fo07apr2010bhav,07apr2010,07,apr,2010,4,7,2010,23996
2299,fo08apr2010bhav,08apr2010,08,apr,2010,4,8,2010,23320
2300,fo09apr2010bhav,09apr2010,09,apr,2010,4,9,2010,24038
2301,fo12apr2010bhav,12apr2010,12,apr,2010,4,12,2010,24186
2302,fo13apr2010bhav,13apr2010,13,apr,2010,4,13,2010,24216
2303,fo15apr2010bhav,15apr2010,15,apr,2010,4,15,2010,24276
2304,fo16apr2010bhav,16apr2010,16,apr,2010,4,16,2010,23712
2305,fo19apr2010bhav,19apr2010,19,apr,2010,4,19,2010,24425
2306,fo20apr2010bhav,20apr2010,20,apr,2010,4,20,2010,24341
2307,fo21apr2010bhav,21apr2010,21,apr,2010,4,21,2010,24442
2308,fo22apr2010bhav,22apr2010,22,apr,2010,4,22,2010,23728
2309,fo23apr2010bhav,23apr2010,23,apr,2010,4,23,2010,24518
2310,fo26apr2010bhav,26apr2010,26,apr,2010,4,26,2010,24567
2311,fo27apr2010bhav,27apr2010,27,apr,2010,4,27,2010,24692
2312,fo28apr2010bhav,28apr2010,28,apr,2010,4,28,2010,24717
2313,fo29apr2010bhav,29apr2010,29,apr,2010,4,29,2010,24818
2314,fo30apr2010bhav,30apr2010,30,apr,2010,4,30,2010,24073
2315,fo03may2010bhav,03may2010,03,may,2010,5,3,2010,24336
2316,fo04may2010bhav,04may2010,04,may,2010,5,4,2010,24192
2317,fo05may2010bhav,05may2010,05,may,2010,5,5,2010,24384
2318,fo06may2010bhav,06may2010,06,may,2010,5,6,2010,23726
2319,fo07may2010bhav,07may2010,07,may,2010,5,7,2010,24656
2320,fo10may2010bhav,10may2010,10,may,2010,5,10,2010,24156
2321,fo11may2010bhav,11may2010,11,may,2010,5,11,2010,24909
2322,fo12may2010bhav,12may2010,12,may,2010,5,12,2010,24922
2323,fo13may2010bhav,13may2010,13,may,2010,5,13,2010,25134
2324,fo14may2010bhav,14may2010,14,may,2010,5,14,2010,25271
2325,fo17may2010bhav,17may2010,17,may,2010,5,17,2010,25175
2326,fo18may2010bhav,18may2010,18,may,2010,5,18,2010,25387
2327,fo19may2010bhav,19may2010,19,may,2010,5,19,2010,25451
2328,fo20may2010bhav,20may2010,20,may,2010,5,20,2010,25831
2329,fo21may2010bhav,21may2010,21,may,2010,5,21,2010,25920
2330,fo24may2010bhav,24may2010,24,may,2010,5,24,2010,26187
2331,fo25may2010bhav,25may2010,25,may,2010,5,25,2010,26058
2332,fo26may2010bhav,26may2010,26,may,2010,5,26,2010,26400
2333,fo27may2010bhav,27may2010,27,may,2010,5,27,2010,26370
2334,fo28may2010bhav,28may2010,28,may,2010,5,28,2010,25995
2335,fo31may2010bhav,31may2010,31,may,2010,5,31,2010,26161
2336,fo01jun2010bhav,01jun2010,01,jun,2010,6,1,2010,26210
2337,fo02jun2010bhav,02jun2010,02,jun,2010,6,2,2010,26159
2338,fo03jun2010bhav,03jun2010,03,jun,2010,6,3,2010,26364
2339,fo04jun2010bhav,04jun2010,04,jun,2010,6,4,2010,26208
2340,fo07jun2010bhav,07jun2010,07,jun,2010,6,7,2010,26230
2341,fo08jun2010bhav,08jun2010,08,jun,2010,6,8,2010,26387
2342,fo09jun2010bhav,09jun2010,09,jun,2010,6,9,2010,26553
2343,fo10jun2010bhav,10jun2010,10,jun,2010,6,10,2010,26462
2344,fo11jun2010bhav,11jun2010,11,jun,2010,6,11,2010,26331
2345,fo14jun2010bhav,14jun2010,14,jun,2010,6,14,2010,26668
2346,fo15jun2010bhav,15jun2010,15,jun,2010,6,15,2010,26641
2347,fo16jun2010bhav,16jun2010,16,jun,2010,6,16,2010,25977
2348,fo17jun2010bhav,17jun2010,17,jun,2010,6,17,2010,26751
2349,fo18jun2010bhav,18jun2010,18,jun,2010,6,18,2010,26985
2350,fo21jun2010bhav,21jun2010,21,jun,2010,6,21,2010,26892
2351,fo22jun2010bhav,22jun2010,22,jun,2010,6,22,2010,27033
2352,fo23jun2010bhav,23jun2010,23,jun,2010,6,23,2010,26940
2353,fo24jun2010bhav,24jun2010,24,jun,2010,6,24,2010,27068
2354,fo25jun2010bhav,25jun2010,25,jun,2010,6,25,2010,26143
2355,fo28jun2010bhav,28jun2010,28,jun,2010,6,28,2010,26269
2356,fo29jun2010bhav,29jun2010,29,jun,2010,6,29,2010,26589
2357,fo30jun2010bhav,30jun2010,30,jun,2010,6,30,2010,26833
2358,fo01jul2010bhav,01jul2010,01,jul,2010,7,1,2010,26886
2359,fo02jul2010bhav,02jul2010,02,jul,2010,7,2,2010,27007
2360,fo05jul2010bhav,05jul2010,05,jul,2010,7,5,2010,26993
2361,fo06jul2010bhav,06jul2010,06,jul,2010,7,6,2010,26152
2362,fo07jul2010bhav,07jul2010,07,jul,2010,7,7,2010,27041
2363,fo08jul2010bhav,08jul2010,08,jul,2010,7,8,2010,27094
2364,fo09jul2010bhav,09jul2010,09,jul,2010,7,9,2010,27101
2365,fo12jul2010bhav,12jul2010,12,jul,2010,7,12,2010,27108
2366,fo13jul2010bhav,13jul2010,13,jul,2010,7,13,2010,27411
2367,fo14jul2010bhav,14jul2010,14,jul,2010,7,14,2010,27289
2368,fo15jul2010bhav,15jul2010,15,jul,2010,7,15,2010,27485
2369,fo16jul2010bhav,16jul2010,16,jul,2010,7,16,2010,27485
2370,fo19jul2010bhav,19jul2010,19,jul,2010,7,19,2010,27532
2371,fo20jul2010bhav,20jul2010,20,jul,2010,7,20,2010,27742
2372,fo21jul2010bhav,21jul2010,21,jul,2010,7,21,2010,27706
2373,fo22jul2010bhav,22jul2010,22,jul,2010,7,22,2010,27788
2374,fo23jul2010bhav,23jul2010,23,jul,2010,7,23,2010,27903
2375,fo26jul2010bhav,26jul2010,26,jul,2010,7,26,2010,27779
2376,fo27jul2010bhav,27jul2010,27,jul,2010,7,27,2010,27889
2377,fo28jul2010bhav,28jul2010,28,jul,2010,7,28,2010,27990
2378,fo29jul2010bhav,29jul2010,29,jul,2010,7,29,2010,27990
2379,fo30jul2010bhav,30jul2010,30,jul,2010,7,30,2010,26826
2380,fo02aug2010bhav,02aug2010,02,aug,2010,8,2,2010,27007
2381,fo03aug2010bhav,03aug2010,03,aug,2010,8,3,2010,27121
2382,fo04aug2010bhav,04aug2010,04,aug,2010,8,4,2010,27276
2383,fo05aug2010bhav,05aug2010,05,aug,2010,8,5,2010,27142
2384,fo06aug2010bhav,06aug2010,06,aug,2010,8,6,2010,26568
2385,fo09aug2010bhav,09aug2010,09,aug,2010,8,9,2010,27243
2386,fo10aug2010bhav,10aug2010,10,aug,2010,8,10,2010,27390
2387,fo11aug2010bhav,11aug2010,11,aug,2010,8,11,2010,26805
2388,fo12aug2010bhav,12aug2010,12,aug,2010,8,12,2010,26838
2389,fo13aug2010bhav,13aug2010,13,aug,2010,8,13,2010,27816
2390,fo16aug2010bhav,16aug2010,16,aug,2010,8,16,2010,27765
2391,fo17aug2010bhav,17aug2010,17,aug,2010,8,17,2010,27949
2392,fo18aug2010bhav,18aug2010,18,aug,2010,8,18,2010,28050
2393,fo19aug2010bhav,19aug2010,19,aug,2010,8,19,2010,28434
2394,fo20aug2010bhav,20aug2010,20,aug,2010,8,20,2010,28538
2395,fo23aug2010bhav,23aug2010,23,aug,2010,8,23,2010,28637
2396,fo24aug2010bhav,24aug2010,24,aug,2010,8,24,2010,27706
2397,fo25aug2010bhav,25aug2010,25,aug,2010,8,25,2010,28707
2398,fo26aug2010bhav,26aug2010,26,aug,2010,8,26,2010,28453
2399,fo27aug2010bhav,27aug2010,27,aug,2010,8,27,2010,27074
2400,fo30aug2010bhav,30aug2010,30,aug,2010,8,30,2010,27357
2401,fo31aug2010bhav,31aug2010,31,aug,2010,8,31,2010,26846
2402,fo01sep2010bhav,01sep2010,01,sep,2010,9,1,2010,27526
2403,fo02sep2010bhav,02sep2010,02,sep,2010,9,2,2010,27376
2404,fo03sep2010bhav,03sep2010,03,sep,2010,9,3,2010,27573
2405,fo06sep2010bhav,06sep2010,06,sep,2010,9,6,2010,27619
2406,fo07sep2010bhav,07sep2010,07,sep,2010,9,7,2010,27843
2407,fo08sep2010bhav,08sep2010,08,sep,2010,9,8,2010,27862
2408,fo09sep2010bhav,09sep2010,09,sep,2010,9,9,2010,28018
2409,fo13sep2010bhav,13sep2010,13,sep,2010,9,13,2010,27551
2410,fo14sep2010bhav,14sep2010,14,sep,2010,9,14,2010,28352
2411,fo15sep2010bhav,15sep2010,15,sep,2010,9,15,2010,28298
2412,fo16sep2010bhav,16sep2010,16,sep,2010,9,16,2010,28653
2413,fo17sep2010bhav,17sep2010,17,sep,2010,9,17,2010,28411
2414,fo20sep2010bhav,20sep2010,20,sep,2010,9,20,2010,28667
2415,fo21sep2010bhav,21sep2010,21,sep,2010,9,21,2010,28843
2416,fo22sep2010bhav,22sep2010,22,sep,2010,9,22,2010,28312
2417,fo23sep2010bhav,23sep2010,23,sep,2010,9,23,2010,29217
2418,fo24sep2010bhav,24sep2010,24,sep,2010,9,24,2010,29116
2419,fo27sep2010bhav,27sep2010,27,sep,2010,9,27,2010,29290
2420,fo28sep2010bhav,28sep2010,28,sep,2010,9,28,2010,29261
2421,fo29sep2010bhav,29sep2010,29,sep,2010,9,29,2010,29303
2422,fo30sep2010bhav,30sep2010,30,sep,2010,9,30,2010,29376
2423,fo01oct2010bhav,01oct2010,01,oct,2010,10,1,2010,27728
2424,fo04oct2010bhav,04oct2010,04,oct,2010,10,4,2010,27551
2425,fo05oct2010bhav,05oct2010,05,oct,2010,10,5,2010,28366
2426,fo06oct2010bhav,06oct2010,06,oct,2010,10,6,2010,28467
2427,fo07oct2010bhav,07oct2010,07,oct,2010,10,7,2010,28512
2428,fo08oct2010bhav,08oct2010,08,oct,2010,10,8,2010,28698
2429,fo11oct2010bhav,11oct2010,11,oct,2010,10,11,2010,28755
2430,fo12oct2010bhav,12oct2010,12,oct,2010,10,12,2010,28627
2431,fo13oct2010bhav,13oct2010,13,oct,2010,10,13,2010,28769
2432,fo14oct2010bhav,14oct2010,14,oct,2010,10,14,2010,28914
2433,fo15oct2010bhav,15oct2010,15,oct,2010,10,15,2010,28900
2434,fo18oct2010bhav,18oct2010,18,oct,2010,10,18,2010,28971
2435,fo19oct2010bhav,19oct2010,19,oct,2010,10,19,2010,28255
2436,fo20oct2010bhav,20oct2010,20,oct,2010,10,20,2010,29101
2437,fo21oct2010bhav,21oct2010,21,oct,2010,10,21,2010,29102
2438,fo22oct2010bhav,22oct2010,22,oct,2010,10,22,2010,28972
2439,fo25oct2010bhav,25oct2010,25,oct,2010,10,25,2010,28449
2440,fo26oct2010bhav,26oct2010,26,oct,2010,10,26,2010,29172
2441,fo27oct2010bhav,27oct2010,27,oct,2010,10,27,2010,29536
2442,fo28oct2010bhav,28oct2010,28,oct,2010,10,28,2010,29463
2443,fo29oct2010bhav,29oct2010,29,oct,2010,10,29,2010,29851
2444,fo01nov2010bhav,01nov2010,01,nov,2010,11,1,2010,30199
2445,fo02nov2010bhav,02nov2010,02,nov,2010,11,2,2010,30476
2446,fo03nov2010bhav,03nov2010,03,nov,2010,11,3,2010,30577
2447,fo04nov2010bhav,04nov2010,04,nov,2010,11,4,2010,30607
2448,fo05nov2010bhav,05nov2010,05,nov,2010,11,5,2010,30856
2449,fo08nov2010bhav,08nov2010,08,nov,2010,11,8,2010,30728
2450,fo09nov2010bhav,09nov2010,09,nov,2010,11,9,2010,30967
2451,fo10nov2010bhav,10nov2010,10,nov,2010,11,10,2010,30208
2452,fo11nov2010bhav,11nov2010,11,nov,2010,11,11,2010,31022
2453,fo12nov2010bhav,12nov2010,12,nov,2010,11,12,2010,31099
2454,fo15nov2010bhav,15nov2010,15,nov,2010,11,15,2010,31054
2455,fo16nov2010bhav,16nov2010,16,nov,2010,11,16,2010,31301
2456,fo18nov2010bhav,18nov2010,18,nov,2010,11,18,2010,31457
2457,fo19nov2010bhav,19nov2010,19,nov,2010,11,19,2010,31683
2458,fo22nov2010bhav,22nov2010,22,nov,2010,11,22,2010,31808
2459,fo23nov2010bhav,23nov2010,23,nov,2010,11,23,2010,31714
2460,fo24nov2010bhav,24nov2010,24,nov,2010,11,24,2010,31745
2461,fo25nov2010bhav,25nov2010,25,nov,2010,11,25,2010,31815
2462,fo26nov2010bhav,26nov2010,26,nov,2010,11,26,2010,31209
2463,fo29nov2010bhav,29nov2010,29,nov,2010,11,29,2010,31550
2464,fo30nov2010bhav,30nov2010,30,nov,2010,11,30,2010,31792
2465,fo01dec2010bhav,01dec2010,01,dec,2010,12,1,2010,31682
2466,fo02dec2010bhav,02dec2010,02,dec,2010,12,2,2010,31933
2467,fo03dec2010bhav,03dec2010,03,dec,2010,12,3,2010,32168
2468,fo06dec2010bhav,06dec2010,06,dec,2010,12,6,2010,31742
2469,fo07dec2010bhav,07dec2010,07,dec,2010,12,7,2010,31852
2470,fo08dec2010bhav,08dec2010,08,dec,2010,12,8,2010,31884
2471,fo09dec2010bhav,09dec2010,09,dec,2010,12,9,2010,32191
2472,fo10dec2010bhav,10dec2010,10,dec,2010,12,10,2010,32623
2473,fo13dec2010bhav,13dec2010,13,dec,2010,12,13,2010,31557
2474,fo14dec2010bhav,14dec2010,14,dec,2010,12,14,2010,32477
2475,fo15dec2010bhav,15dec2010,15,dec,2010,12,15,2010,31815
2476,fo16dec2010bhav,16dec2010,16,dec,2010,12,16,2010,32772
2477,fo20dec2010bhav,20dec2010,20,dec,2010,12,20,2010,32578
2478,fo21dec2010bhav,21dec2010,21,dec,2010,12,21,2010,32743
2479,fo22dec2010bhav,22dec2010,22,dec,2010,12,22,2010,32825
2480,fo23dec2010bhav,23dec2010,23,dec,2010,12,23,2010,32776
2481,fo24dec2010bhav,24dec2010,24,dec,2010,12,24,2010,32792
2482,fo27dec2010bhav,27dec2010,27,dec,2010,12,27,2010,32890
2483,fo28dec2010bhav,28dec2010,28,dec,2010,12,28,2010,32857
2484,fo03jan2011bhav,03jan2011,03,jan,2011,1,3,2011,32378
2485,fo04jan2011bhav,04jan2011,04,jan,2011,1,4,2011,32416
2486,fo05jan2011bhav,05jan2011,05,jan,2011,1,5,2011,32432
2487,fo06jan2011bhav,06jan2011,06,jan,2011,1,6,2011,32272
2488,fo07jan2011bhav,07jan2011,07,jan,2011,1,7,2011,32388
2489,fo10jan2011bhav,10jan2011,10,jan,2011,1,10,2011,31928
2490,fo11jan2011bhav,11jan2011,11,jan,2011,1,11,2011,33007
2491,fo12jan2011bhav,12jan2011,12,jan,2011,1,12,2011,33043
2492,fo13jan2011bhav,13jan2011,13,jan,2011,1,13,2011,33043
2493,fo14jan2011bhav,14jan2011,14,jan,2011,1,14,2011,32928
2494,fo17jan2011bhav,17jan2011,17,jan,2011,1,17,2011,33062
2495,fo18jan2011bhav,18jan2011,18,jan,2011,1,18,2011,33464
2496,fo19jan2011bhav,19jan2011,19,jan,2011,1,19,2011,33615
2497,fo20jan2011bhav,20jan2011,20,jan,2011,1,20,2011,33581
2498,fo21jan2011bhav,21jan2011,21,jan,2011,1,21,2011,33682
2499,fo24jan2011bhav,24jan2011,24,jan,2011,1,24,2011,33533
2500,fo25jan2011bhav,25jan2011,25,jan,2011,1,25,2011,32700
2501,fo27jan2011bhav,27jan2011,27,jan,2011,1,27,2011,33682
2502,fo28jan2011bhav,28jan2011,28,jan,2011,1,28,2011,32282
2503,fo31jan2011bhav,31jan2011,31,jan,2011,1,31,2011,32768
2504,fo01feb2011bhav,01feb2011,01,feb,2011,2,1,2011,31898
2505,fo02feb2011bhav,02feb2011,02,feb,2011,2,2,2011,33242
2506,fo03feb2011bhav,03feb2011,03,feb,2011,2,3,2011,33377
2507,fo04feb2011bhav,04feb2011,04,feb,2011,2,4,2011,33360
2508,fo07feb2011bhav,07feb2011,07,feb,2011,2,7,2011,33429
2509,fo08feb2011bhav,08feb2011,08,feb,2011,2,8,2011,33447
2510,fo09feb2011bhav,09feb2011,09,feb,2011,2,9,2011,35245
2511,fo10feb2011bhav,10feb2011,10,feb,2011,2,10,2011,35677
2512,fo11feb2011bhav,11feb2011,11,feb,2011,2,11,2011,36283
2513,fo14feb2011bhav,14feb2011,14,feb,2011,2,14,2011,36337
2514,fo15feb2011bhav,15feb2011,15,feb,2011,2,15,2011,36122
2515,fo16feb2011bhav,16feb2011,16,feb,2011,2,16,2011,35996
2516,fo17feb2011bhav,17feb2011,17,feb,2011,2,17,2011,36211
2517,fo18feb2011bhav,18feb2011,18,feb,2011,2,18,2011,36158
2518,fo21feb2011bhav,21feb2011,21,feb,2011,2,21,2011,36247
2519,fo22feb2011bhav,22feb2011,22,feb,2011,2,22,2011,36193
2520,fo23feb2011bhav,23feb2011,23,feb,2011,2,23,2011,36456
2521,fo24feb2011bhav,24feb2011,24,feb,2011,2,24,2011,36348
2522,fo25feb2011bhav,25feb2011,25,feb,2011,2,25,2011,34037
2523,fo28feb2011bhav,28feb2011,28,feb,2011,2,28,2011,34121
2524,fo01mar2011bhav,01mar2011,01,mar,2011,3,1,2011,34137
2525,fo03mar2011bhav,03mar2011,03,mar,2011,3,3,2011,34374
2526,fo04mar2011bhav,04mar2011,04,mar,2011,3,4,2011,34357
2527,fo07mar2011bhav,07mar2011,07,mar,2011,3,7,2011,34357
2528,fo08mar2011bhav,08mar2011,08,mar,2011,3,8,2011,34306
2529,fo09mar2011bhav,09mar2011,09,mar,2011,3,9,2011,34289
2530,fo10mar2011bhav,10mar2011,10,mar,2011,3,10,2011,34355
2531,fo11mar2011bhav,11mar2011,11,mar,2011,3,11,2011,34202
2532,fo14mar2011bhav,14mar2011,14,mar,2011,3,14,2011,34441
2533,fo15mar2011bhav,15mar2011,15,mar,2011,3,15,2011,34507
2534,fo16mar2011bhav,16mar2011,16,mar,2011,3,16,2011,34625
2535,fo17mar2011bhav,17mar2011,17,mar,2011,3,17,2011,34694
2536,fo18mar2011bhav,18mar2011,18,mar,2011,3,18,2011,34744
2537,fo21mar2011bhav,21mar2011,21,mar,2011,3,21,2011,34675
2538,fo22mar2011bhav,22mar2011,22,mar,2011,3,22,2011,34827
2539,fo23mar2011bhav,23mar2011,23,mar,2011,3,23,2011,34758
2540,fo24mar2011bhav,24mar2011,24,mar,2011,3,24,2011,35017
2541,fo25mar2011bhav,25mar2011,25,mar,2011,3,25,2011,34724
2542,fo28mar2011bhav,28mar2011,28,mar,2011,3,28,2011,34894
2543,fo29mar2011bhav,29mar2011,29,mar,2011,3,29,2011,34963
2544,fo30mar2011bhav,30mar2011,30,mar,2011,3,30,2011,35101
2545,fo31mar2011bhav,31mar2011,31,mar,2011,3,31,2011,34859
2546,fo01apr2011bhav,01apr2011,01,apr,2011,4,1,2011,32038
2547,fo04apr2011bhav,04apr2011,04,apr,2011,4,4,2011,32416
2548,fo05apr2011bhav,05apr2011,05,apr,2011,4,5,2011,32597
2549,fo06apr2011bhav,06apr2011,06,apr,2011,4,6,2011,32340
2550,fo07apr2011bhav,07apr2011,07,apr,2011,4,7,2011,32618
2551,fo08apr2011bhav,08apr2011,08,apr,2011,4,8,2011,32509
2552,fo11apr2011bhav,11apr2011,11,apr,2011,4,11,2011,32623
2553,fo13apr2011bhav,13apr2011,13,apr,2011,4,13,2011,32784
2554,fo15apr2011bhav,15apr2011,15,apr,2011,4,15,2011,32707
2555,fo18apr2011bhav,18apr2011,18,apr,2011,4,18,2011,32756
2556,fo19apr2011bhav,19apr2011,19,apr,2011,4,19,2011,31897
2557,fo20apr2011bhav,20apr2011,20,apr,2011,4,20,2011,32076
2558,fo21apr2011bhav,21apr2011,21,apr,2011,4,21,2011,32594
2559,fo25apr2011bhav,25apr2011,25,apr,2011,4,25,2011,32743
2560,fo26apr2011bhav,26apr2011,26,apr,2011,4,26,2011,33068
2561,fo27apr2011bhav,27apr2011,27,apr,2011,4,27,2011,32909
2562,fo28apr2011bhav,28apr2011,28,apr,2011,4,28,2011,32844
2563,fo29apr2011bhav,29apr2011,29,apr,2011,4,29,2011,30698
2564,fo02may2011bhav,02may2011,02,may,2011,5,2,2011,30667
2565,fo03may2011bhav,03may2011,03,may,2011,5,3,2011,30667
2566,fo04may2011bhav,04may2011,04,may,2011,5,4,2011,31061
2567,fo05may2011bhav,05may2011,05,may,2011,5,5,2011,31462
2568,fo06may2011bhav,06may2011,06,may,2011,5,6,2011,31255
2569,fo09may2011bhav,09may2011,09,may,2011,5,9,2011,31409
2570,fo10may2011bhav,10may2011,10,may,2011,5,10,2011,31209
2571,fo11may2011bhav,11may2011,11,may,2011,5,11,2011,31332
2572,fo12may2011bhav,12may2011,12,may,2011,5,12,2011,31348
2573,fo13may2011bhav,13may2011,13,may,2011,5,13,2011,31372
2574,fo16may2011bhav,16may2011,16,may,2011,5,16,2011,31263
2575,fo17may2011bhav,17may2011,17,may,2011,5,17,2011,30473
2576,fo18may2011bhav,18may2011,18,may,2011,5,18,2011,31279
2577,fo19may2011bhav,19may2011,19,may,2011,5,19,2011,31286
2578,fo20may2011bhav,20may2011,20,may,2011,5,20,2011,31442
2579,fo23may2011bhav,23may2011,23,may,2011,5,23,2011,31449
2580,fo24may2011bhav,24may2011,24,may,2011,5,24,2011,31590
2581,fo25may2011bhav,25may2011,25,may,2011,5,25,2011,31503
2582,fo26may2011bhav,26may2011,26,may,2011,5,26,2011,31792
2583,fo27may2011bhav,27may2011,27,may,2011,5,27,2011,30270
2584,fo30may2011bhav,30may2011,30,may,2011,5,30,2011,30416
2585,fo31may2011bhav,31may2011,31,may,2011,5,31,2011,30581
2586,fo01jun2011bhav,01jun2011,01,jun,2011,6,1,2011,29807
2587,fo02jun2011bhav,02jun2011,02,jun,2011,6,2,2011,30734
2588,fo03jun2011bhav,03jun2011,03,jun,2011,6,3,2011,30552
2589,fo06jun2011bhav,06jun2011,06,jun,2011,6,6,2011,30658
2590,fo07jun2011bhav,07jun2011,07,jun,2011,6,7,2011,30734
2591,fo08jun2011bhav,08jun2011,08,jun,2011,6,8,2011,30780
2592,fo09jun2011bhav,09jun2011,09,jun,2011,6,9,2011,30506
2593,fo10jun2011bhav,10jun2011,10,jun,2011,6,10,2011,30866
2594,fo13jun2011bhav,13jun2011,13,jun,2011,6,13,2011,30820
2595,fo14jun2011bhav,14jun2011,14,jun,2011,6,14,2011,30982
2596,fo15jun2011bhav,15jun2011,15,jun,2011,6,15,2011,31129
2597,fo16jun2011bhav,16jun2011,16,jun,2011,6,16,2011,31053
2598,fo17jun2011bhav,17jun2011,17,jun,2011,6,17,2011,31123
2599,fo20jun2011bhav,20jun2011,20,jun,2011,6,20,2011,31893
2600,fo21jun2011bhav,21jun2011,21,jun,2011,6,21,2011,32058
2601,fo22jun2011bhav,22jun2011,22,jun,2011,6,22,2011,31906
2602,fo23jun2011bhav,23jun2011,23,jun,2011,6,23,2011,32149
2603,fo24jun2011bhav,24jun2011,24,jun,2011,6,24,2011,32171
2604,fo27jun2011bhav,27jun2011,27,jun,2011,6,27,2011,32187
2605,fo28jun2011bhav,28jun2011,28,jun,2011,6,28,2011,32139
2606,fo29jun2011bhav,29jun2011,29,jun,2011,6,29,2011,32107
2607,fo30jun2011bhav,30jun2011,30,jun,2011,6,30,2011,32144
2608,fo01jul2011bhav,01jul2011,01,jul,2011,7,1,2011,30814
2609,fo04jul2011bhav,04jul2011,04,jul,2011,7,4,2011,31114
2610,fo05jul2011bhav,05jul2011,05,jul,2011,7,5,2011,31154
2611,fo06jul2011bhav,06jul2011,06,jul,2011,7,6,2011,31185
2612,fo07jul2011bhav,07jul2011,07,jul,2011,7,7,2011,30954
2613,fo08jul2011bhav,08jul2011,08,jul,2011,7,8,2011,31286
2614,fo11jul2011bhav,11jul2011,11,jul,2011,7,11,2011,31209
2615,fo12jul2011bhav,12jul2011,12,jul,2011,7,12,2011,31286
2616,fo13jul2011bhav,13jul2011,13,jul,2011,7,13,2011,31449
2617,fo14jul2011bhav,14jul2011,14,jul,2011,7,14,2011,31139
2618,fo15jul2011bhav,15jul2011,15,jul,2011,7,15,2011,31356
2619,fo18jul2011bhav,18jul2011,18,jul,2011,7,18,2011,32362
2620,fo19jul2011bhav,19jul2011,19,jul,2011,7,19,2011,32203
2621,fo20jul2011bhav,20jul2011,20,jul,2011,7,20,2011,31781
2622,fo21jul2011bhav,21jul2011,21,jul,2011,7,21,2011,32586
2623,fo22jul2011bhav,22jul2011,22,jul,2011,7,22,2011,32671
2624,fo25jul2011bhav,25jul2011,25,jul,2011,7,25,2011,32752
2625,fo26jul2011bhav,26jul2011,26,jul,2011,7,26,2011,32610
2626,fo27jul2011bhav,27jul2011,27,jul,2011,7,27,2011,32691
2627,fo28jul2011bhav,28jul2011,28,jul,2011,7,28,2011,32886
2628,fo29jul2011bhav,29jul2011,29,jul,2011,7,29,2011,31209
2629,fo01aug2011bhav,01aug2011,01,aug,2011,8,1,2011,31263
2630,fo02aug2011bhav,02aug2011,02,aug,2011,8,2,2011,31317
2631,fo03aug2011bhav,03aug2011,03,aug,2011,8,3,2011,31769
2632,fo04aug2011bhav,04aug2011,04,aug,2011,8,4,2011,31613
2633,fo05aug2011bhav,05aug2011,05,aug,2011,8,5,2011,31275
2634,fo08aug2011bhav,08aug2011,08,aug,2011,8,8,2011,32377
2635,fo09aug2011bhav,09aug2011,09,aug,2011,8,9,2011,32877
2636,fo10aug2011bhav,10aug2011,10,aug,2011,8,10,2011,33346
2637,fo11aug2011bhav,11aug2011,11,aug,2011,8,11,2011,33346
2638,fo12aug2011bhav,12aug2011,12,aug,2011,8,12,2011,33464
2639,fo16aug2011bhav,16aug2011,16,aug,2011,8,16,2011,33431
2640,fo17aug2011bhav,17aug2011,17,aug,2011,8,17,2011,33984
2641,fo18aug2011bhav,18aug2011,18,aug,2011,8,18,2011,33952
2642,fo19aug2011bhav,19aug2011,19,aug,2011,8,19,2011,34476
